run_id,sample_id,target_risk_level,traffic_manager_seed,repeat_round,source,status,acceptance_status,acceptance_failures,runtime_verified,observed_risk_level,risk_score,target_match,collision_count,minimum_ttc_seconds,minimum_lead_gap_m,minimum_pedestrian_distance_m,sensor_status,server_status,route_status,route_ego_on_route_rate,route_lead_on_route_rate,route_both_on_route_rate,route_maximum_ego_deviation_m,route_maximum_lead_deviation_m,route_verified,rgb_frames,run_dir,metadata_path,generator,group_index,part_index,run_order
gmm_high_20260813_0079__tm_20260821__generator_compare_v1,gmm_high_20260813_0079,high,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,critical,78.907,False,6,1.266,4.701,1.651,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260821__generator_compare_v1\20260814_195920,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260821__generator_compare_v1\20260814_195920\metadata.json,gmm,1,1,1
gmm_high_20260813_0079__tm_20260822__generator_compare_v1,gmm_high_20260813_0079,high,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,critical,79.038,False,6,1.261,4.65,1.657,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260822__generator_compare_v1\20260814_201905,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260822__generator_compare_v1\20260814_201905\metadata.json,gmm,3,9,34
gmm_high_20260813_0079__tm_20260823__generator_compare_v1,gmm_high_20260813_0079,high,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,critical,78.99,False,6,1.264,4.669,1.651,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260823__generator_compare_v1\20260814_203700,F:\Carla\test\output\generator_comparison_v1\gmm_high_20260813_0079__tm_20260823__generator_compare_v1\20260814_203700\metadata.json,gmm,6,16,63
gmm_low_20260813_0012__tm_20260821__generator_compare_v1,gmm_low_20260813_0012,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,25.001,False,0,1.486,4.713,13.216,completed,healthy,completed,1.0,1.0,1.0,0.997,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260821__generator_compare_v1\20260814_205512,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260821__generator_compare_v1\20260814_205512\metadata.json,gmm,8,24,93
gmm_low_20260813_0012__tm_20260822__generator_compare_v1,gmm_low_20260813_0012,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,low,23.401,True,0,1.725,4.663,13.216,completed,healthy,completed,1.0,1.0,1.0,0.998,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260822__generator_compare_v1\20260814_202624,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260822__generator_compare_v1\20260814_202624\metadata.json,gmm,4,12,46
gmm_low_20260813_0012__tm_20260823__generator_compare_v1,gmm_low_20260813_0012,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,low,24.83,True,0,1.644,4.266,13.225,completed,healthy,completed,1.0,1.0,1.0,0.994,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260823__generator_compare_v1\20260814_203156,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0012__tm_20260823__generator_compare_v1\20260814_203156\metadata.json,gmm,5,14,55
gmm_low_20260813_0036__tm_20260821__generator_compare_v1,gmm_low_20260813_0036,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,26.015,False,0,1.517,4.51,8.774,completed,healthy,completed,1.0,1.0,1.0,0.997,0.996,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260821__generator_compare_v1\20260814_204132,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260821__generator_compare_v1\20260814_204132\metadata.json,gmm,6,18,71
gmm_low_20260813_0036__tm_20260822__generator_compare_v1,gmm_low_20260813_0036,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,low,24.985,True,0,1.654,4.534,8.774,completed,healthy,completed,1.0,1.0,1.0,0.999,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260822__generator_compare_v1\20260814_200449,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260822__generator_compare_v1\20260814_200449\metadata.json,gmm,1,3,11
gmm_low_20260813_0036__tm_20260823__generator_compare_v1,gmm_low_20260813_0036,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,low,24.591,True,0,1.692,4.591,8.774,completed,healthy,completed,1.0,1.0,1.0,0.995,0.996,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260823__generator_compare_v1\20260814_201745,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0036__tm_20260823__generator_compare_v1\20260814_201745\metadata.json,gmm,3,8,32
gmm_low_20260813_0072__tm_20260821__generator_compare_v1,gmm_low_20260813_0072,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,25.158,False,0,1.695,4.048,11.369,completed,healthy,completed,1.0,1.0,1.0,0.997,1.029,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260821__generator_compare_v1\20260814_210014,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260821__generator_compare_v1\20260814_210014\metadata.json,gmm,9,26,101
gmm_low_20260813_0072__tm_20260822__generator_compare_v1,gmm_low_20260813_0072,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,25.257,False,0,1.686,4.032,11.366,completed,healthy,completed,1.0,1.0,1.0,1.001,1.021,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260822__generator_compare_v1\20260814_204445,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260822__generator_compare_v1\20260814_204445\metadata.json,gmm,7,19,76
gmm_low_20260813_0072__tm_20260823__generator_compare_v1,gmm_low_20260813_0072,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,low,24.397,True,0,1.702,4.38,11.369,completed,healthy,completed,1.0,1.0,1.0,0.996,1.026,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260823__generator_compare_v1\20260814_200804,F:\Carla\test\output\generator_comparison_v1\gmm_low_20260813_0072__tm_20260823__generator_compare_v1\20260814_200804\metadata.json,gmm,2,4,16
gmm_medium_20260813_0010__tm_20260821__generator_compare_v1,gmm_medium_20260813_0010,medium,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,29.044,True,0,1.684,4.652,10.059,completed,healthy,completed,1.0,1.0,1.0,0.993,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260821__generator_compare_v1\20260814_201210,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260821__generator_compare_v1\20260814_201210\metadata.json,gmm,2,6,23
gmm_medium_20260813_0010__tm_20260822__generator_compare_v1,gmm_medium_20260813_0010,medium,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,28.413,True,0,1.787,4.603,10.064,completed,healthy,completed,1.0,1.0,1.0,0.995,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260822__generator_compare_v1\20260814_205925,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260822__generator_compare_v1\20260814_205925\metadata.json,gmm,9,25,100
gmm_medium_20260813_0010__tm_20260823__generator_compare_v1,gmm_medium_20260813_0010,medium,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,29.044,True,0,1.684,4.652,10.062,completed,healthy,completed,1.0,1.0,1.0,0.992,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260823__generator_compare_v1\20260814_204752,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0010__tm_20260823__generator_compare_v1\20260814_204752\metadata.json,gmm,7,21,81
gmm_medium_20260813_0077__tm_20260821__generator_compare_v1,gmm_medium_20260813_0077,medium,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,28.37,True,0,1.543,4.583,8.642,completed,healthy,completed,1.0,1.0,1.0,0.995,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260821__generator_compare_v1\20260814_203009,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260821__generator_compare_v1\20260814_203009\metadata.json,gmm,5,13,52
gmm_medium_20260813_0077__tm_20260822__generator_compare_v1,gmm_medium_20260813_0077,medium,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,28.362,True,0,1.546,4.577,8.64,completed,healthy,completed,1.0,1.0,1.0,0.995,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260822__generator_compare_v1\20260814_205325,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260822__generator_compare_v1\20260814_205325\metadata.json,gmm,8,23,90
gmm_medium_20260813_0077__tm_20260823__generator_compare_v1,gmm_medium_20260813_0077,medium,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,28.513,True,0,1.496,4.673,8.641,completed,healthy,completed,1.0,1.0,1.0,0.993,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260823__generator_compare_v1\20260814_202339,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0077__tm_20260823__generator_compare_v1\20260814_202339\metadata.json,gmm,4,11,41
gmm_medium_20260813_0102__tm_20260821__generator_compare_v1,gmm_medium_20260813_0102,medium,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,32.709,True,0,1.635,4.076,3.899,completed,healthy,completed,1.0,1.0,1.0,0.992,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260821__generator_compare_v1\20260814_201427,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260821__generator_compare_v1\20260814_201427\metadata.json,gmm,3,7,26
gmm_medium_20260813_0102__tm_20260822__generator_compare_v1,gmm_medium_20260813_0102,medium,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,32.714,True,0,1.635,4.071,3.901,completed,healthy,completed,1.0,1.0,1.0,0.997,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260822__generator_compare_v1\20260814_203945,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260822__generator_compare_v1\20260814_203945\metadata.json,gmm,6,17,68
gmm_medium_20260813_0102__tm_20260823__generator_compare_v1,gmm_medium_20260813_0102,medium,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,34.255,True,0,1.505,3.783,3.903,completed,healthy,completed,1.0,1.0,1.0,0.998,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260823__generator_compare_v1\20260814_200232,F:\Carla\test\output\generator_comparison_v1\gmm_medium_20260813_0102__tm_20260823__generator_compare_v1\20260814_200232\metadata.json,gmm,1,2,7
lhs_critical_20260813_0036__tm_20260821__generator_compare_v1,lhs_critical_20260813_0036,critical,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,high,52.341,False,0,1.066,3.899,7.531,completed,healthy,completed,1.0,1.0,1.0,0.996,1.033,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260821__generator_compare_v1\20260814_200134,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260821__generator_compare_v1\20260814_200134\metadata.json,lhs,1,2,5
lhs_critical_20260813_0036__tm_20260822__generator_compare_v1,lhs_critical_20260813_0036,critical,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,high,52.429,False,0,1.06,3.878,7.797,completed,healthy,completed,1.0,1.0,1.0,0.997,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260822__generator_compare_v1\20260814_201358,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260822__generator_compare_v1\20260814_201358\metadata.json,lhs,3,7,25
lhs_critical_20260813_0036__tm_20260823__generator_compare_v1,lhs_critical_20260813_0036,critical,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,high,52.357,False,0,1.065,3.895,7.615,completed,healthy,completed,1.0,1.0,1.0,0.999,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260823__generator_compare_v1\20260814_203847,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0036__tm_20260823__generator_compare_v1\20260814_203847\metadata.json,lhs,6,17,66
lhs_critical_20260813_0055__tm_20260821__generator_compare_v1,lhs_critical_20260813_0055,critical,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,49.945,False,0,1.162,4.353,6.977,completed,healthy,completed,1.0,1.0,1.0,0.992,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260821__generator_compare_v1\20260814_202408,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260821__generator_compare_v1\20260814_202408\metadata.json,lhs,4,11,42
lhs_critical_20260813_0055__tm_20260822__generator_compare_v1,lhs_critical_20260813_0055,critical,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,high,50.305,False,0,1.165,4.175,6.675,completed,healthy,completed,1.0,1.0,1.0,0.992,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260822__generator_compare_v1\20260814_202842,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260822__generator_compare_v1\20260814_202842\metadata.json,lhs,5,13,49
lhs_critical_20260813_0055__tm_20260823__generator_compare_v1,lhs_critical_20260813_0055,critical,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,high,50.566,False,0,1.136,4.15,6.642,completed,healthy,completed,1.0,1.0,1.0,0.998,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260823__generator_compare_v1\20260814_205255,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0055__tm_20260823__generator_compare_v1\20260814_205255\metadata.json,lhs,8,23,89
lhs_critical_20260813_0101__tm_20260821__generator_compare_v1,lhs_critical_20260813_0101,critical,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,49.55,False,0,1.378,4.259,10.255,completed,healthy,completed,1.0,1.0,1.0,1.002,0.979,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260821__generator_compare_v1\20260814_211846,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260821__generator_compare_v1\20260814_211846\metadata.json,lhs,7,21,83
lhs_critical_20260813_0101__tm_20260822__generator_compare_v1,lhs_critical_20260813_0101,critical,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,47.348,False,0,1.73,4.113,9.403,completed,healthy,completed,1.0,1.0,1.0,0.997,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260822__generator_compare_v1\20260814_201112,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260822__generator_compare_v1\20260814_201112\metadata.json,lhs,2,6,21
lhs_critical_20260813_0101__tm_20260823__generator_compare_v1,lhs_critical_20260813_0101,critical,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,high,50.006,False,0,1.234,4.526,10.189,completed,healthy,completed,1.0,1.0,1.0,0.993,1.208,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260823__generator_compare_v1\20260814_205758,F:\Carla\test\output\generator_comparison_v1\lhs_critical_20260813_0101__tm_20260823__generator_compare_v1\20260814_205758\metadata.json,lhs,9,25,97
lhs_high_20260813_0024__tm_20260821__generator_compare_v1,lhs_high_20260813_0024,high,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,high,50.389,True,0,1.075,4.025,3.322,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260821__generator_compare_v1\20260814_201617,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260821__generator_compare_v1\20260814_201617\metadata.json,lhs,3,8,29
lhs_high_20260813_0024__tm_20260822__generator_compare_v1,lhs_high_20260813_0024,high,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,high,50.251,True,0,1.08,4.067,3.327,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260822__generator_compare_v1\20260814_204201,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260822__generator_compare_v1\20260814_204201\metadata.json,lhs,6,18,72
lhs_high_20260813_0024__tm_20260823__generator_compare_v1,lhs_high_20260813_0024,high,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,high,50.316,True,0,1.08,4.047,3.318,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260823__generator_compare_v1\20260814_200518,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0024__tm_20260823__generator_compare_v1\20260814_200518\metadata.json,lhs,1,3,12
lhs_high_20260813_0077__tm_20260821__generator_compare_v1,lhs_high_20260813_0077,high,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,44.694,False,0,1.168,4.398,10.38,completed,healthy,completed,1.0,1.0,1.0,0.992,1.0,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260821__generator_compare_v1\20260814_200706,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260821__generator_compare_v1\20260814_200706\metadata.json,lhs,2,4,14
lhs_high_20260813_0077__tm_20260822__generator_compare_v1,lhs_high_20260813_0077,high,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,44.647,False,0,1.168,4.42,10.384,completed,healthy,completed,1.0,1.0,1.0,0.993,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260822__generator_compare_v1\20260814_210113,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260822__generator_compare_v1\20260814_210113\metadata.json,lhs,9,26,103
lhs_high_20260813_0077__tm_20260823__generator_compare_v1,lhs_high_20260813_0077,high,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,44.867,False,0,1.16,4.344,10.392,completed,healthy,completed,1.0,1.0,1.0,0.994,0.998,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260823__generator_compare_v1\20260814_204416,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0077__tm_20260823__generator_compare_v1\20260814_204416\metadata.json,lhs,7,19,75
lhs_high_20260813_0106__tm_20260821__generator_compare_v1,lhs_high_20260813_0106,high,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,high,51.694,True,0,1.011,4.085,4.574,completed,healthy,completed,1.0,1.0,1.0,0.993,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260821__generator_compare_v1\20260814_203127,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260821__generator_compare_v1\20260814_203127\metadata.json,lhs,5,14,54
lhs_high_20260813_0106__tm_20260822__generator_compare_v1,lhs_high_20260813_0106,high,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,high,51.695,True,0,1.016,4.068,4.574,completed,healthy,completed,1.0,1.0,1.0,0.992,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260822__generator_compare_v1\20260814_205541,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260822__generator_compare_v1\20260814_205541\metadata.json,lhs,8,24,94
lhs_high_20260813_0106__tm_20260823__generator_compare_v1,lhs_high_20260813_0106,high,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,high,51.853,True,0,1.008,4.021,4.574,completed,healthy,completed,1.0,1.0,1.0,0.992,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260823__generator_compare_v1\20260814_202722,F:\Carla\test\output\generator_comparison_v1\lhs_high_20260813_0106__tm_20260823__generator_compare_v1\20260814_202722\metadata.json,lhs,4,12,48
lhs_low_20260813_0010__tm_20260821__generator_compare_v1,lhs_low_20260813_0010,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,25.855,False,0,1.646,4.289,15.224,completed,healthy,completed,1.0,1.0,1.0,0.999,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260821__generator_compare_v1\20260814_200203,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260821__generator_compare_v1\20260814_200203\metadata.json,lhs,1,2,6
lhs_low_20260813_0010__tm_20260822__generator_compare_v1,lhs_low_20260813_0010,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,25.987,False,0,1.638,4.254,15.22,completed,healthy,completed,1.0,1.0,1.0,0.996,0.999,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260822__generator_compare_v1\20260814_201528,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260822__generator_compare_v1\20260814_201528\metadata.json,lhs,3,7,28
lhs_low_20260813_0010__tm_20260823__generator_compare_v1,lhs_low_20260813_0010,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,25.757,False,0,1.652,4.315,15.228,completed,healthy,completed,1.0,1.0,1.0,0.999,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260823__generator_compare_v1\20260814_203818,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0010__tm_20260823__generator_compare_v1\20260814_203818\metadata.json,lhs,6,17,65
lhs_low_20260813_0077__tm_20260821__generator_compare_v1,lhs_low_20260813_0077,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,low,24.869,True,0,1.643,4.251,12.654,completed,healthy,completed,1.0,1.0,1.0,0.998,1.049,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260821__generator_compare_v1\20260814_204821,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260821__generator_compare_v1\20260814_204821\metadata.json,lhs,7,21,82
lhs_low_20260813_0077__tm_20260822__generator_compare_v1,lhs_low_20260813_0077,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,low,24.032,True,0,1.663,4.575,12.663,completed,healthy,completed,1.0,1.0,1.0,1.04,1.053,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260822__generator_compare_v1\20260814_201239,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260822__generator_compare_v1\20260814_201239\metadata.json,lhs,2,6,24
lhs_low_20260813_0077__tm_20260823__generator_compare_v1,lhs_low_20260813_0077,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,low,24.853,True,0,1.645,4.252,12.662,completed,healthy,completed,1.0,1.0,1.0,0.997,1.043,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260823__generator_compare_v1\20260814_205856,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0077__tm_20260823__generator_compare_v1\20260814_205856\metadata.json,lhs,9,25,99
lhs_low_20260813_0128__tm_20260821__generator_compare_v1,lhs_low_20260813_0128,low,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,low,24.469,True,0,1.695,4.273,10.944,completed,healthy,completed,1.0,1.0,1.0,0.998,1.047,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260821__generator_compare_v1\20260814_202506,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260821__generator_compare_v1\20260814_202506\metadata.json,lhs,4,11,44
lhs_low_20260813_0128__tm_20260822__generator_compare_v1,lhs_low_20260813_0128,low,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,low,24.487,True,0,1.654,4.401,10.944,completed,healthy,completed,1.0,1.0,1.0,0.997,1.056,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260822__generator_compare_v1\20260814_202940,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260822__generator_compare_v1\20260814_202940\metadata.json,lhs,5,13,51
lhs_low_20260813_0128__tm_20260823__generator_compare_v1,lhs_low_20260813_0128,low,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,low,24.467,True,0,1.655,4.407,10.944,completed,healthy,completed,1.0,1.0,1.0,0.995,1.042,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260823__generator_compare_v1\20260814_205423,F:\Carla\test\output\generator_comparison_v1\lhs_low_20260813_0128__tm_20260823__generator_compare_v1\20260814_205423\metadata.json,lhs,8,23,92
lhs_medium_20260813_0026__tm_20260821__generator_compare_v1,lhs_medium_20260813_0026,medium,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,28.551,True,0,1.655,4.15,13.131,completed,healthy,completed,1.0,1.0,1.0,0.992,1.0,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260821__generator_compare_v1\20260814_203631,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260821__generator_compare_v1\20260814_203631\metadata.json,lhs,6,16,62
lhs_medium_20260813_0026__tm_20260822__generator_compare_v1,lhs_medium_20260813_0026,medium,20260822,2,controlled_generator_comparison_v1,completed,completed,,True,medium,28.378,True,0,1.645,4.264,13.13,completed,healthy,completed,1.0,1.0,1.0,0.992,0.997,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260822__generator_compare_v1\20260814_200045,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260822__generator_compare_v1\20260814_200045\metadata.json,lhs,1,1,4
lhs_medium_20260813_0026__tm_20260823__generator_compare_v1,lhs_medium_20260813_0026,medium,20260823,3,controlled_generator_comparison_v1,completed,completed,,True,medium,28.311,True,0,1.649,4.282,13.138,completed,healthy,completed,1.0,1.0,1.0,0.997,1.0,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260823__generator_compare_v1\20260814_201835,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0026__tm_20260823__generator_compare_v1\20260814_201835\metadata.json,lhs,3,9,33
lhs_medium_20260813_0041__tm_20260821__generator_compare_v1,lhs_medium_20260813_0041,medium,20260821,1,controlled_generator_comparison_v1,completed,completed,,True,medium,31.078,True,0,1.692,4.24,6.936,completed,healthy,completed,1.0,1.0,1.0,0.995,0.995,True,100,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0041__tm_20260821__generator_compare_v1\20260814_205108,F:\Carla\test\output\generator_comparison_v1\lhs_medium_20260813_0041__tm_20260821__generator_compare_v1\20260814_205108\metadata.json,lhs,8,22,86
