library_id,sample_id,generator,target_risk,observed_risk,risk_score_mean,risk_score_std,risk_gap,target_match,collision_observed,collision_run_count,accepted_run_count,verification_basis,evidence_granularity,quality_tier,operational_quality,diversity_score,nearest_neighbor_distance,quality_flag_text
slv1_b977520a1d589b7d,cvae_critical_20260816_0206,cvae,critical,high,60.185,0.011532562594673492,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8885044701357331,0.17603256670419973,0.026404885005629958,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_be5421b22f7157f2,cvae_high_20260815_0253,cvae,high,critical,79.03766666666667,1.2352187390633858,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8477149309201093,0.10166910991566913,0.01525036648735037,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_beb5b2d68324d3cd,lhs_high_20260816_0088,lhs,high,medium,48.899,0.6741757930985055,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8664163624522719,0.5202427425257417,0.07803641137886125,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_beed49a31c6c9a4f,cvae_critical_20260817_0185,cvae,critical,high,53.803666666666665,0.3517020519322172,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8771654871578151,0.06794130493496946,0.010191195740245419,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_bf2557bcbd0306f2,gmm_critical_20260817_0193,gmm,critical,high,65.25266666666667,0.012741009902409861,-1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8884641885588085,0.3026546004449599,0.04539819006674398,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_c2cb6c58c1738dd6,lhs_critical_20260816_0057,lhs,critical,critical,81.09266666666667,0.0663350083540635,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8866777219437534,0.33608109240534434,0.05041216386080165,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_c425694faa554854,cvae_medium_20260813_0082,cvae,medium,medium,28.422666666666668,1.1825702234257938,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.8865069184783995,0.44301050299473427,0.06645157544921014,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_c614384c1f69a8d3,lhs_high_20260815_0155,lhs,high,high,54.02700000000001,0.04330127018922357,0.0,True,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8874455132159147,0.5162615098793487,0.07743922648190231,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded
slv1_c6510fc19b95025a,cvae_critical_20260818_0125,cvae,critical,critical,82.86766666666666,0.18355471482185476,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8827703983948271,0.07129776056055238,0.010694664084082857,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_c9952445c8f7aa65,gmm_high_20260815_0227,gmm,high,critical,80.22566666666667,0.02193931022921208,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8881575785479151,0.5514515554180816,0.08271773331271223,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_cd080502d1fa96fa,cvae_critical_20260816_0044,cvae,critical,critical,81.95433333333334,0.0898906743401867,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8858925330775493,0.06794130493496946,0.010191195740245419,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_d05befda7ae36327,lhs_critical_20260817_0098,lhs,critical,high,51.65566666666666,0.02968725877094958,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8878993135965239,0.3299207892603419,0.04948811838905128,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_d1efa5a7063ca20d,gmm_high_20260816_0074,gmm,high,high,52.19833333333333,0.07480864477674373,0.0,True,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8863952673963308,0.535298889523055,0.08029483342845825,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded
slv1_d302b66e034b9893,lhs_critical_20260816_0211,lhs,critical,high,57.157333333333334,0.03317127271199048,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8877831797984892,0.31659499057380325,0.04748924858607049,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_d3d651ef39694a0b,cvae_medium_20260813_0103,cvae,medium,medium,27.532333333333337,0.1868618027670016,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9196971991670259,0.6914748008480317,0.10372122012720475,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_d42d81b9694d4204,lhs_critical_20260818_0210,lhs,critical,critical,79.96766666666667,0.05472050194701597,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8870648721573217,0.4279822401343747,0.0641973360201562,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_d807c4c8a79a2a4b,gmm_medium_20260813_0102,gmm,medium,medium,33.226,0.8911436472309061,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.8962211376848958,0.6175257185789885,0.09262885778684828,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_d8914911e9583351,cvae_critical_20260816_0183,cvae,critical,critical,80.068,1.2985472652160177,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.845603980048355,0.10288697646056132,0.015433046469084197,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
slv1_d94c4993994d47d7,cvae_high_20260817_0111,cvae,high,critical,77.438,0.22259604668546631,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.88146902066604,0.11664942917412369,0.017497414376118552,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_da82ffac8c0f5c33,cvae_critical_20260813_0046,cvae,critical,high,53.062333333333335,0.08220300075625882,-1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.9231858259007173,0.19960864471599318,0.029941296707398975,carla_version_not_recorded;historical_runtime_paths;low_relative_diversity;realism_not_assessed;target_condition_mismatch
slv1_dbd1036eb777d7fd,lhs_critical_20260816_0228,lhs,critical,high,53.001666666666665,0.3649114047729017,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8767251753964588,0.5352343097113261,0.08028514645669892,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_dc515da2788a5948,gmm_critical_20260816_0073,gmm,critical,critical,85.651,1.1643843867039774,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8500760759987562,0.3026546004449599,0.04539819006674398,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_e125951b6fa6ede8,cvae_high_20260816_0129,cvae,high,medium,49.75733333333333,0.06706216021970486,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.886653483548232,0.1710883362798583,0.025663250441978744,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_e3aaa77389ef894e,gmm_low_20260813_0072,gmm,low,medium,24.93733333333333,0.47055322051106496,1.0,False,False,0,3,direct_run_evidence,run_level,silver,0.910240818575557,0.8656231465563807,0.1298434719834571,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed;target_condition_mismatch
slv1_e46ba6c1e90a0ddf,lhs_critical_20260817_0211,lhs,critical,critical,85.34566666666666,0.042524502740573886,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8874714054642031,0.2829567189598461,0.042443507843976915,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_f210a97b822bc6e7,gmm_critical_20260816_0068,gmm,critical,high,50.669999999999995,0.3143437608733446,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8784107635264441,0.3101772744190467,0.046526591162857005,aggregate_evidence_only;carla_version_not_recorded;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_f744e1269c3081e3,cvae_critical_20260816_0062,cvae,critical,high,53.853,0.014798648586949303,-1.0,False,False,0,3,inherited_batch_acceptance,aggregate,bronze,0.8883956006026573,0.057497550586431564,0.008624632587964734,aggregate_evidence_only;carla_version_not_recorded;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_f84d9161b43e77ba,gmm_critical_20260816_0078,gmm,critical,critical,85.48733333333332,0.009451631252507246,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8885738345138053,0.378196630556966,0.0567294945835449,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_fa2f78460efc8740,gmm_medium_20260813_0010,gmm,medium,medium,28.83366666666667,0.364308019858654,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9137823252639707,0.7312304673042475,0.10968457009563712,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_fc6c03f4f03089f0,gmm_critical_20260816_0159,gmm,critical,critical,82.008,0.02499999999999858,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8880555555555555,0.38531862992830535,0.0577977944892458,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded
slv1_fce0dd12f87773ab,gmm_low_20260813_0036,gmm,low,low,25.197000000000003,0.7352904188142261,0.0,True,False,0,3,direct_run_evidence,run_level,silver,0.9014162452987851,0.8872938470985874,0.1330940770647881,carla_version_not_recorded;historical_runtime_paths;realism_not_assessed
slv1_fe768fbf06a1c544,gmm_high_20260815_0025,gmm,high,critical,77.59466666666667,0.5713513221594338,1.0,False,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.8698438448169078,0.4678298564437461,0.07017447846656191,aggregate_evidence_only;carla_version_not_recorded;collision_observed;realism_not_assessed;run_level_evidence_not_embedded;target_condition_mismatch
slv1_ff43584f93881f0d,lhs_critical_20260816_0129,lhs,critical,critical,83.397,0.9268160551047836,0.0,True,True,3,3,inherited_batch_acceptance,aggregate,bronze,0.857995020385396,0.20869914691788247,0.03130487203768237,aggregate_evidence_only;carla_version_not_recorded;collision_observed;low_relative_diversity;realism_not_assessed;run_level_evidence_not_embedded
